0.000000, 0.000000, 1.003322, -0.00332168
0.100000, 0.099833, 0.998309, -0.00330508
0.200000, 0.198669, 0.983322, -0.00325547
0.300000, 0.295520, 0.958510, -0.00317332
0.400000, 0.389418, 0.924120, -0.00305947
0.500000, 0.479426, 0.880498, -0.00291505
0.600000, 0.564642, 0.828077, -0.00274150
0.700000, 0.644218, 0.767383, -0.00254056
0.800000, 0.717356, 0.699021, -0.00231424
0.900000, 0.783327, 0.623675, -0.00206479
1.000000, 0.841471, 0.542097, -0.00179471
1.100000, 0.891207, 0.455103, -0.00150670
1.200000, 0.932039, 0.363561, -0.00120364
1.300000, 0.963558, 0.268387, -0.00088855
1.400000, 0.985450, 0.170532, -0.00056458
1.500000, 0.997495, 0.070972, -0.00023497
1.600000, 0.999574, -0.029297, 0.00009699
1.700000, 0.991665, -0.129272, 0.00042798
1.800000, 0.973848, -0.227957, 0.00075469
1.900000, 0.946300, -0.324363, 0.00107386
2.000000, 0.909297, -0.417529, 0.00138231
2.100000, 0.863209, -0.506523, 0.00167694
2.200000, 0.808496, -0.590456, 0.00195481
2.300000, 0.745705, -0.668489, 0.00221316
2.400000, 0.675463, -0.739843, 0.00244939
2.500000, 0.598472, -0.803805, 0.00266114
2.600000, 0.515501, -0.859735, 0.00284631
2.700000, 0.427380, -0.907075, 0.00300304
2.800000, 0.334988, -0.945352, 0.00312976
2.900000, 0.239249, -0.974183, 0.00322521
3.000000, 0.141120, -0.993281, 0.00328844
3.100000, 0.041581, -1.002454, 0.00331881
3.200000, -0.058374, -1.001611, 0.00331601
3.300000, -0.157746, -0.990760, 0.00328009
3.400000, -0.255541, -0.970010, 0.00321139
3.500000, -0.350783, -0.939567, 0.00311061
3.600000, -0.442520, -0.899737, 0.00297874
3.700000, -0.529836, -0.850917, 0.00281712
3.800000, -0.611858, -0.793595, 0.00262734
3.900000, -0.687766, -0.728344, 0.00241131
4.000000, -0.756802, -0.655815, 0.00217119
4.100000, -0.818277, -0.576733, 0.00190938
4.200000, -0.871576, -0.491889, 0.00162849
4.300000, -0.916166, -0.402130, 0.00133133
4.400000, -0.951602, -0.308354, 0.00102086
4.500000, -0.977530, -0.211496, 0.00070020
4.600000, -0.993691, -0.112525, 0.00037253
4.700000, -0.999923, -0.012430, 0.00004115
4.800000, -0.996165, 0.087790, -0.00029064
4.900000, -0.982453, 0.187132, -0.00061953
5.000000, -0.958924, 0.284604, -0.00094223
5.100000, -0.925815, 0.379233, -0.00125552
5.200000, -0.883455, 0.470073, -0.00155626
5.300000, -0.832267, 0.556216, -0.00184145
5.400000, -0.772764, 0.636801, -0.00210825
5.500000, -0.705540, 0.711024, -0.00235397
5.600000, -0.631267, 0.778142, -0.00257618
5.700000, -0.550686, 0.837485, -0.00277265
5.800000, -0.464602, 0.888461, -0.00294141
5.900000, -0.373877, 0.930559, -0.00308079
6.000000, -0.279415, 0.963360, -0.00318938
6.100000, -0.182163, 0.986535, -0.00326610
6.200000, -0.083089, 0.999852, -0.00331019
6.300000, 0.016814, 1.003180, -0.00332121
6.400000, 0.116549, 0.996484, -0.00329904
6.500000, 0.215120, 0.979832, -0.00324391
6.600000, 0.311541, 0.953389, -0.00315637
6.700000, 0.404850, 0.917420, -0.00303729
6.800000, 0.494113, 0.872285, -0.00288786
6.900000, 0.578440, 0.818435, -0.00270958
7.000000, 0.656987, 0.756406, -0.00250422
7.100000, 0.728969, 0.686821, -0.00227384
7.200000, 0.793668, 0.610372, -0.00202075
7.300000, 0.850437, 0.527825, -0.00174746
7.400000, 0.898708, 0.440004, -0.00145671
7.500000, 0.938000, 0.347787, -0.00115141
7.600000, 0.967920, 0.252094, -0.00083460
7.700000, 0.988168, 0.153883, -0.00050946
7.800000, 0.998543, 0.054135, -0.00017922
7.900000, 0.998941, -0.046155, 0.00015280
8.000000, 0.989358, -0.145983, 0.00048330
8.100000, 0.969890, -0.244353, 0.00080898
8.200000, 0.940731, -0.340281, 0.00112656
8.300000, 0.902172, -0.432810, 0.00143290
8.400000, 0.854599, -0.521014, 0.00172491
8.500000, 0.798487, -0.604012, 0.00199969
8.600000, 0.734397, -0.680975, 0.00225449
8.700000, 0.662969, -0.751133, 0.00248676
8.800000, 0.584917, -0.813787, 0.00269419
8.900000, 0.501021, -0.868310, 0.00287470
9.000000, 0.412118, -0.914157, 0.00302648
9.100000, 0.319098, -0.950870, 0.00314803
9.200000, 0.222890, -0.978082, 0.00323812
9.300000, 0.124454, -0.995521, 0.00329585
9.400000, 0.024775, -1.003014, 0.00332066
9.500000, -0.075151, -1.000484, 0.00331229
9.600000, -0.174327, -0.987959, 0.00327082
9.700000, -0.271761, -0.965562, 0.00319667
9.800000, -0.366479, -0.933517, 0.00309058
9.900000, -0.457536, -0.892145, 0.00295361
10.000000, -0.544021, -0.841859, 0.00278713
10.100000, -0.625071, -0.783161, 0.00259280
10.200000, -0.699875, -0.716638, 0.00237256
10.300000, -0.767686, -0.642955, 0.00212862
10.400000, -0.827826, -0.562848, 0.00186341
10.500000, -0.879696, -0.477117, 0.00157958
10.600000, -0.922775, -0.386618, 0.00127997
10.700000, -0.956635, -0.292257, 0.00096757
10.800000, -0.980936, -0.194975, 0.00064550
10.900000, -0.995436, -0.095746, 0.00031698
11.000000, -0.999990, 0.004440, -0.00001470
11.100000, -0.994553, 0.104582, -0.00034624
11.200000, -0.979178, 0.203679, -0.00067432
11.300000, -0.954019, 0.300741, -0.00099566
11.400000, -0.919329, 0.394798, -0.00130705
11.500000, -0.875452, 0.484910, -0.00160538
11.600000, -0.822829, 0.570177, -0.00188768
11.700000, -0.761984, 0.649747, -0.00215111
11.800000, -0.693525, 0.722826, -0.00239305
11.900000, -0.618137, 0.788681, -0.00261107
12.000000, -0.536573, 0.846657, -0.00280301
12.100000, -0.449647, 0.896173, -0.00296694
12.200000, -0.358229, 0.936735, -0.00310123
12.300000, -0.263232, 0.967937, -0.00320453
12.400000, -0.165604, 0.989468, -0.00327581
12.500000, -0.066322, 1.001113, -0.00331437
12.600000, 0.033623, 1.002754, -0.00331980
12.700000, 0.133232, 0.994377, -0.00329207
12.800000, 0.231510, 0.976064, -0.00323144
12.900000, 0.327474, 0.947999, -0.00313852
13.000000, 0.420167, 0.910461, -0.00301425
13.100000, 0.508661, 0.863826, -0.00285985
13.200000, 0.592074, 0.808561, -0.00267689
13.300000, 0.669570, 0.745216, -0.00246717
13.400000, 0.740376, 0.674426, -0.00223281
13.500000, 0.803784, 0.596897, -0.00197614
13.600000, 0.859162, 0.513404, -0.00169972
13.700000, 0.905955, 0.424781, -0.00140631
13.800000, 0.943696, 0.331914, -0.00109886
13.900000, 0.972008, 0.235730, -0.00078043
14.000000, 0.990607, 0.137191, -0.00045420
14.100000, 0.999309, 0.037282, -0.00012343
14.200000, 0.998027, -0.063000, 0.00020857
14.300000, 0.986772, -0.162653, 0.00053849
14.400000, 0.965658, -0.260680, 0.00086303
14.500000, 0.934895, -0.356103, 0.00117894
14.600000, 0.894791, -0.447968, 0.00148308
14.700000, 0.845747, -0.535357, 0.00177240
14.800000, 0.788252, -0.617396, 0.00204400
14.900000, 0.722881, -0.693267, 0.00229519
15.000000, 0.650288, -0.762211, 0.00252344
15.100000, 0.571197, -0.823540, 0.00272648
15.200000, 0.486399, -0.876639, 0.00290227
15.300000, 0.396741, -0.920980, 0.00304907
15.400000, 0.303118, -0.956118, 0.00316540
15.500000, 0.206467, -0.981704, 0.00325011
15.600000, 0.107754, -0.997480, 0.00330234
15.700000, 0.007963, -1.003290, 0.00332157
15.800000, -0.091907, -0.999075, 0.00330762
15.900000, -0.190859, -0.984878, 0.00326062
16.000000, -0.287903, -0.960841, 0.00318104
16.100000, -0.382071, -0.927202, 0.00306967
16.200000, -0.472422, -0.884300, 0.00292764
16.300000, -0.558052, -0.832562, 0.00275635
16.400000, -0.638107, -0.772505, 0.00255752
16.500000, -0.711785, -0.704730, 0.00233314
16.600000, -0.778352, -0.629913, 0.00208544
16.700000, -0.837142, -0.548803, 0.00181691
16.800000, -0.887567, -0.462209, 0.00153023
16.900000, -0.929124, -0.370997, 0.00122825
17.000000, -0.961397, -0.276077, 0.00091400
17.100000, -0.984065, -0.178400, 0.00059062
17.200000, -0.996900, -0.078940, 0.00026134
17.300000, -0.999774, 0.021309, -0.00007055
17.400000, -0.992659, 0.121345, -0.00040174
17.500000, -0.975626, 0.220169, -0.00072891
17.600000, -0.948844, 0.316793, -0.00104880
17.700000, -0.912582, 0.410251, -0.00135821
17.800000, -0.867202, 0.499610, -0.00165405
17.900000, -0.813157, 0.583978, -0.00193336
18.000000, -0.750987, 0.662510, -0.00219336
18.100000, -0.681314, 0.734423, -0.00243144
18.200000, -0.604833, 0.798998, -0.00264523
18.300000, -0.522309, 0.855589, -0.00283258
18.400000, -0.434566, 0.903632, -0.00299164
18.500000, -0.342481, 0.942646, -0.00312080
18.600000, -0.246974, 0.972241, -0.00321878
18.700000, -0.148999, 0.992122, -0.00328460
18.800000, -0.049536, 1.002090, -0.00331760
18.900000, 0.050423, 1.002045, -0.00331745
19.000000, 0.149877, 0.991989, -0.00328416
19.100000, 0.247834, 0.972021, -0.00321805
19.200000, 0.343315, 0.942340, -0.00311979
19.300000, 0.435365, 0.903244, -0.00299035
19.400000, 0.523066, 0.855123, -0.00283104
19.500000, 0.605540, 0.798458, -0.00264344
19.600000, 0.681964, 0.733816, -0.00242943
19.700000, 0.751573, 0.661841, -0.00219114
19.800000, 0.813674, 0.583253, -0.00193096
19.900000, 0.867644, 0.498837, -0.00165149
20.000000, 0.912945, 0.409438, -0.00135552
20.100000, 0.949125, 0.315947, -0.00104600
20.200000, 0.975821, 0.219299, -0.00072603
20.300000, 0.992766, 0.120461, -0.00039881
20.400000, 0.999793, 0.020418, -0.00006760
20.500000, 0.996830, -0.079828, 0.00026428
20.600000, 0.983907, -0.179277, 0.00059353
20.700000, 0.961153, -0.276934, 0.00091684
20.800000, 0.928795, -0.371824, 0.00123099
20.900000, 0.887158, -0.463000, 0.00153284
21.000000, 0.836656, -0.549549, 0.00181938
21.100000, 0.777794, -0.630607, 0.00208774
21.200000, 0.711161, -0.705364, 0.00233524
21.300000, 0.637423, -0.773074, 0.00255940
21.400000, 0.557315, -0.833059, 0.00275799
21.500000, 0.471639, -0.884721, 0.00292903
21.600000, 0.381250, -0.927543, 0.00307080
21.700000, 0.287053, -0.961097, 0.00318189
21.800000, 0.189987, -0.985048, 0.00326118
21.900000, 0.091022, -0.999157, 0.00330789
22.000000, -0.008851, -1.003282, 0.00332155
22.100000, -0.108637, -0.997384, 0.00330202
22.200000, -0.207336, -0.981519, 0.00324950
22.300000, -0.303965, -0.955848, 0.00316451
22.400000, -0.397556, -0.920626, 0.00304790
22.500000, -0.487175, -0.876205, 0.00290084
22.600000, -0.571926, -0.823030, 0.00272479
22.700000, -0.650962, -0.761632, 0.00252152
22.800000, -0.723495, -0.692623, 0.00229305
22.900000, -0.788798, -0.616694, 0.00204168
23.000000, -0.846220, -0.534603, 0.00176990
23.100000, -0.895187, -0.447170, 0.00148044
23.200000, -0.935210, -0.355270, 0.00117619
23.300000, -0.965888, -0.259820, 0.00086018
23.400000, -0.986916, -0.161774, 0.00053558
23.500000, -0.998082, -0.062111, 0.00020563
23.600000, -0.999276, 0.038172, -0.00012638
23.700000, -0.990486, 0.138074, -0.00045712
23.800000, -0.971798, 0.236596, -0.00078330
23.900000, -0.943401, 0.332755, -0.00110164
24.000000, -0.905578, 0.425588, -0.00140899
24.100000, -0.858707, 0.514169, -0.00170225
24.200000, -0.803256, 0.597613, -0.00197851
24.300000, -0.739779, 0.675085, -0.00223499
24.400000, -0.668910, 0.745813, -0.00246915
24.500000, -0.591358, 0.809088, -0.00267863
24.600000, -0.507897, 0.864279, -0.00286135
24.700000, -0.419361, 0.910835, -0.00301549
24.800000, -0.326635, 0.948290, -0.00313949
24.900000, -0.230646, 0.976270, -0.00323212
25.000000, -0.132352, 0.994495, -0.00329246
25.100000, -0.032735, 1.002784, -0.00331990
25.200000, 0.067208, 1.001053, -0.00331417
25.300000, 0.166480, 0.989320, -0.00327532
25.400000, 0.264089, 0.967702, -0.00320375
25.500000, 0.359058, 0.936415, -0.00310017
25.600000, 0.450441, 0.895772, -0.00296562
25.700000, 0.537322, 0.846178, -0.00280143
25.800000, 0.618835, 0.788130, -0.00260925
25.900000, 0.694165, 0.722207, -0.00239100
26.000000, 0.762558, 0.649068, -0.00214886
26.100000, 0.823333, 0.569444, -0.00188525
26.200000, 0.875881, 0.484130, -0.00160280
26.300000, 0.919678, 0.393979, -0.00130434
26.400000, 0.954285, 0.299891, -0.00099284
26.500000, 0.979358, 0.202807, -0.00067143
26.600000, 0.994645, 0.103696, -0.00034330
26.700000, 0.999994, 0.003549, -0.00001175
26.800000, 0.995351, -0.096633, 0.00031992
26.900000, 0.980763, -0.195849, 0.00064840
27.000000, 0.956376, -0.293109, 0.00097039
27.100000, 0.922433, -0.387440, 0.00128269
27.200000, 0.879273, -0.477900, 0.00158218
27.300000, 0.827328, -0.563585, 0.00186585
27.400000, 0.767116, -0.643639, 0.00213088
27.500000, 0.699240, -0.717262, 0.00237463
27.600000, 0.624377, -0.783718, 0.00259464
27.700000, 0.543276, -0.842343, 0.00278873
27.800000, 0.456746, -0.892552, 0.00295496
27.900000, 0.365653, -0.933843, 0.00309166
28.000000, 0.270906, -0.965803, 0.00319747
28.100000, 0.173452, -0.988114, 0.00327133
28.200000, 0.074265, -1.000551, 0.00331251
28.300000, -0.025663, -1.002991, 0.00332058
28.400000, -0.125336, -0.995410, 0.00329549
28.500000, -0.223756, -0.977883, 0.00323746
28.600000, -0.319940, -0.950585, 0.00314708
28.700000, -0.412928, -0.913789, 0.00302527
28.800000, -0.501789, -0.867863, 0.00287322
28.900000, -0.585637, -0.813266, 0.00269246
29.000000, -0.663634, -0.750542, 0.00248481
29.100000, -0.735000, -0.680320, 0.00225232
29.200000, -0.799021, -0.603300, 0.00199733
29.300000, -0.855060, -0.520252, 0.00172239
29.400000, -0.902555, -0.432006, 0.00143023
29.500000, -0.941031, -0.339443, 0.00112379
29.600000, -0.970106, -0.243489, 0.00080611
29.700000, -0.989487, -0.145102, 0.00048039
29.800000, -0.998982, -0.045265, 0.00014986
29.900000, -0.998495, 0.055024, -0.00018217
30.000000, -0.988032, 0.154764, -0.00051237
30.100000, -0.967696, 0.252957, -0.00083746
30.200000, -0.937692, 0.348622, -0.00115418
30.300000, -0.898318, 0.440805, -0.00145936
30.400000, -0.849969, 0.528583, -0.00174997
30.500000, -0.793127, 0.611079, -0.00202309
30.600000, -0.728361, 0.687470, -0.00227599
30.700000, -0.656317, 0.756992, -0.00250616
30.800000, -0.577715, 0.818950, -0.00271128
30.900000, -0.493341, 0.872725, -0.00288932
31.000000, -0.404038, 0.917781, -0.00303848
31.100000, -0.310697, 0.953666, -0.00315729
31.200000, -0.214253, 0.980023, -0.00324454
31.300000, -0.115667, 0.996587, -0.00329938
31.400000, -0.015926, 1.003194, -0.00332126
31.500000, 0.083974, 0.999778, -0.00330995
31.600000, 0.183036, 0.986372, -0.00326556
31.700000, 0.280268, 0.963110, -0.00318855
31.800000, 0.374700, 0.930226, -0.00307968
31.900000, 0.465388, 0.888047, -0.00294004
32.000000, 0.551427, 0.836994, -0.00277102
32.100000, 0.631955, 0.777579, -0.00257432
32.200000, 0.706169, 0.710395, -0.00235189
32.300000, 0.773328, 0.636112, -0.00210597
32.400000, 0.832759, 0.555474, -0.00183900
32.500000, 0.883870, 0.469285, -0.00155366
32.600000, 0.926150, 0.378408, -0.00125279
32.700000, 0.959176, 0.283750, -0.00093941
32.800000, 0.982618, 0.186256, -0.00061664
32.900000, 0.996242, 0.086902, -0.00028770
33.000000, 0.999912, -0.013321, 0.00004410
33.100000, 0.993591, -0.113411, 0.00037547
33.200000, 0.977343, -0.212367, 0.00070308
33.300000, 0.951329, -0.309202, 0.00102367
33.400000, 0.915810, -0.402947, 0.00133403
33.500000, 0.871140, -0.492666, 0.00163106
33.600000, 0.817766, -0.577462, 0.00191179
33.700000, 0.756222, -0.656489, 0.00217343
33.800000, 0.687121, -0.728956, 0.00241334
33.900000, 0.611155, -0.794140, 0.00262914
34.000000, 0.529083, -0.851389, 0.00281868
34.100000, 0.441724, -0.900131, 0.00298005
34.200000, 0.349951, -0.939880, 0.00311164
34.300000, 0.254682, -0.970237, 0.00321215
34.400000, 0.156869, -0.990900, 0.00328055
34.500000, 0.057487, -1.001662, 0.00331619
34.600000, -0.042468, -1.002417, 0.00331868
34.700000, -0.141999, -0.993155, 0.00328802
34.800000, -0.240112, -0.973970, 0.00322450
34.900000, -0.335825, -0.945053, 0.00312877
35.000000, -0.428183, -0.906694, 0.00300178
35.100000, -0.516262, -0.859275, 0.00284479
35.200000, -0.599183, -0.803271, 0.00265938
35.300000, -0.676118, -0.739241, 0.00244739
35.400000, -0.746297, -0.667824, 0.00221095
35.500000, -0.809019, -0.589735, 0.00195243
35.600000, -0.863657, -0.505754, 0.00167439
35.700000, -0.909667, -0.416719, 0.00137962
35.800000, -0.946587, -0.323520, 0.00107107
35.900000, -0.974049, -0.227089, 0.00075182
36.000000, -0.991779, -0.128389, 0.00042505
36.100000, -0.999599, -0.028406, 0.00009404
36.200000, -0.997432, 0.071861, -0.00023791
36.300000, -0.985298, 0.171410, -0.00056748
36.400000, -0.963320, 0.269246, -0.00089139
36.500000, -0.931717, 0.364392, -0.00120639
36.600000, -0.890804, 0.455897, -0.00150933
36.700000, -0.840991, 0.542847, -0.00179719
36.800000, -0.782775, 0.624373, -0.00206710
36.900000, -0.716737, 0.699660, -0.00231635
37.000000, -0.643538, 0.767957, -0.00254246
37.100000, -0.563909, 0.828580, -0.00274316
37.200000, -0.478646, 0.880924, -0.00291646
37.300000, -0.388600, 0.924467, -0.00306062
37.400000, -0.294672, 0.958773, -0.00317419
37.500000, -0.197799, 0.983499, -0.00325605
37.600000, -0.098950, 0.998398, -0.00330538
37.700000, 0.000888, 1.003321, -0.00332168
37.800000, 0.100717, 0.998220, -0.00330479
37.900000, 0.199540, 0.983145, -0.00325488
38.000000, 0.296369, 0.958246, -0.00317245
38.100000, 0.390236, 0.923773, -0.00305832
38.200000, 0.480205, 0.880070, -0.00291363
38.300000, 0.565375, 0.827574, -0.00273983
38.400000, 0.644897, 0.766808, -0.00253866
38.500000, 0.717975, 0.698381, -0.00231212
38.600000, 0.783879, 0.622976, -0.00206248
38.700000, 0.841951, 0.541347, -0.00179223
38.800000, 0.891610, 0.454308, -0.00150407
38.900000, 0.932361, 0.362731, -0.00120089
39.000000, 0.963795, 0.267529, -0.00088570
39.100000, 0.985600, 0.169654, -0.00056167
39.200000, 0.997557, 0.070083, -0.00023202
39.300000, 0.999547, -0.030187, 0.00009994
39.400000, 0.991550, -0.130156, 0.00043091
39.500000, 0.973645, -0.228824, 0.00075757
39.600000, 0.946013, -0.325207, 0.00107666
39.700000, 0.908927, -0.418339, 0.00138499
39.800000, 0.862761, -0.507292, 0.00167948
39.900000, 0.807973, -0.591176, 0.00195720
40.000000, 0.745113, -0.669153, 0.00221535
40.100000, 0.674808, -0.740445, 0.00245138
40.200000, 0.597760, -0.804338, 0.00266291
40.300000, 0.514740, -0.860194, 0.00284783
40.400000, 0.426577, -0.907456, 0.00300430
40.500000, 0.334151, -0.945650, 0.00313075
40.600000, 0.238387, -0.974396, 0.00322592
40.700000, 0.140241, -0.993406, 0.00328885
40.800000, 0.040693, -1.002491, 0.00331893
40.900000, -0.059261, -1.001558, 0.00331584
41.000000, -0.158623, -0.990619, 0.00327962
41.100000, -0.256400, -0.969781, 0.00321064
41.200000, -0.351615, -0.939254, 0.00310957
41.300000, -0.443317, -0.899342, 0.00297744
41.400000, -0.530589, -0.850445, 0.00281555
41.500000, -0.612560, -0.793050, 0.00262553
41.600000, -0.688411, -0.727730, 0.00240928
41.700000, -0.757383, -0.655140, 0.00216896
41.800000, -0.818787, -0.576004, 0.00190697
41.900000, -0.872011, -0.491112, 0.00162592
42.000000, -0.916522, -0.401314, 0.00132862
42.100000, -0.951875, -0.307506, 0.00101805
42.200000, -0.977717, -0.210625, 0.00069731
42.300000, -0.993790, -0.111640, 0.00036960
42.400000, -0.999934, -0.011539, 0.00003820
42.500000, -0.996087, 0.088677, -0.00029358
42.600000, -0.982287, 0.188007, -0.00062243
42.700000, -0.958672, 0.285459, -0.00094506
42.800000, -0.925479, 0.380058, -0.00125825
42.900000, -0.883038, 0.470860, -0.00155887
43.000000, -0.831775, 0.556957, -0.00184391
43.100000, -0.772200, 0.637489, -0.00211052
43.200000, -0.704911, 0.711652, -0.00235605
43.300000, -0.630578, 0.778704, -0.00257804
43.400000, -0.549944, 0.837976, -0.00277427
43.500000, -0.463816, 0.888875, -0.00294278
43.600000, -0.373053, 0.930892, -0.00308189
43.700000, -0.278563, 0.963608, -0.00319020
43.800000, -0.181289, 0.986696, -0.00326664
43.900000, -0.082204, 0.999926, -0.00331044
44.000000, 0.017702, 1.003164, -0.00332116
44.100000, 0.117431, 0.996380, -0.00329870
44.200000, 0.215987, 0.979639, -0.00324327
44.300000, 0.312385, 0.953111, -0.00315545
44.400000, 0.405662, 0.917059, -0.00303609
44.500000, 0.494885, 0.871845, -0.00288640
44.600000, 0.579164, 0.817919, -0.00270787
44.700000, 0.657656, 0.755821, -0.00250228
44.800000, 0.729577, 0.686171, -0.00227169
44.900000, 0.794208, 0.609665, -0.00201841
45.000000, 0.850904, 0.527067, -0.00174495
45.100000, 0.899097, 0.439203, -0.00145406
45.200000, 0.938307, 0.346951, -0.00114864
45.300000, 0.968142, 0.251232, -0.00083175
45.400000, 0.988304, 0.153003, -0.00050654
45.500000, 0.998591, 0.053245, -0.00017628
45.600000, 0.998900, -0.047045, 0.00015575
45.700000, 0.989229, -0.146865, 0.00048622
45.800000, 0.969673, -0.245217, 0.00081184
45.900000, 0.940429, -0.341120, 0.00112934
46.000000, 0.901788, -0.433614, 0.00143556
46.100000, 0.854137, -0.521775, 0.00172743
46.200000, 0.797952, -0.604723, 0.00200205
46.300000, 0.733794, -0.681629, 0.00225666
46.400000, 0.662304, -0.751724, 0.00248872
46.500000, 0.584197, -0.814308, 0.00269592
46.600000, 0.500252, -0.868756, 0.00287617
46.700000, 0.411309, -0.914524, 0.00302770
46.800000, 0.318257, -0.951154, 0.00314897
46.900000, 0.222024, -0.978280, 0.00323877
47.000000, 0.123573, -0.995632, 0.00329622
47.100000, 0.023888, -1.003035, 0.00332073
47.200000, -0.076037, -1.000417, 0.00331206
47.300000, -0.175201, -0.987803, 0.00327030
47.400000, -0.272615, -0.965319, 0.00319586
47.500000, -0.367305, -0.933190, 0.00308949
47.600000, -0.458325, -0.891737, 0.00295226
47.700000, -0.544766, -0.841374, 0.00278552
47.800000, -0.625764, -0.782604, 0.00259095
47.900000, -0.700509, -0.716014, 0.00237050
48.000000, -0.768255, -0.642271, 0.00212635
48.100000, -0.828324, -0.562110, 0.00186097
48.200000, -0.880118, -0.476332, 0.00157699
48.300000, -0.923117, -0.385796, 0.00127725
48.400000, -0.956893, -0.291404, 0.00096475
48.500000, -0.981108, -0.194101, 0.00064261
48.600000, -0.995521, -0.094859, 0.00031405
48.700000, -0.999986, 0.005331, -0.00001765
48.800000, -0.994460, 0.105468, -0.00034917
48.900000, -0.978997, 0.204552, -0.00067721
49.000000, -0.953753, 0.301591, -0.00099847
49.100000, -0.918979, 0.395617, -0.00130976
49.200000, -0.875023, 0.485690, -0.00160797
49.300000, -0.822324, 0.570910, -0.00189010
49.400000, -0.761408, 0.650426, -0.00215335
49.500000, -0.692885, 0.723443, -0.00239509
49.600000, -0.617439, 0.789232, -0.00261290
49.700000, -0.535823, 0.847135, -0.00280459
49.800000, -0.448854, 0.896573, -0.00296827
49.900000, -0.357400, 0.937054, -0.00310229
50.000000, -0.262375, 0.968171, -0.00320531
